,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,6.244353,6.242782,6.23461,0.0,0.0,0.0,0.0
1,6.289779,6.419763,6.413133,0.0,0.0,0.0,0.0
2,10.409886,27.327829,27.308068,0.0,0.0,0.0,0.0
3,87.198213,89.502175,21.18293,0.241321,59.039646,1.146354,6.952817
4,10.934752,31.784151,31.763187,0.0,0.0,0.0,0.0
5,28.402591,230.7095,22.425917,0.221084,55.184934,0.422486,151.162833
6,82.642222,271.298609,9.825818,0.133533,55.029123,0.390512,205.011292
7,104.334696,333.892028,21.497631,0.277296,55.16982,8.697965,246.893356
8,102.790626,435.037472,22.953701,0.302746,55.162758,6.161604,349.07185
